583470800099606528,4119,21,FTP,4113
583470800112189440,4118,80,HTTP,4113
583470800116383744,4117,443,HTTPS,4113
583470800116383745,4116,3389,RDP,4113
583470800116383746,4115,50000,DB2,4113
583470800116383747,4114,1433,SQL Server,4113
583470800615505921,4107,22,SSH,4104
583470800615505922,4106,22,SFTP,4104
583470800615505923,4105,1521,ORACLE,4104
583470800791666689,15624,3389,RDP,15622
583470800862969857,15620,22,SFTP,15616
583470800862969858,15618,22,SSH,15616
583470800917495809,15612,22,SSH,15609
583470800917495810,15611,22,SFTP,15609
583470800997187585,15547,22,SSH,15542
583470800997187586,15546,21,FTP,15542
583470801005576192,15545,22,SFTP,15542
583470801110433793,15687,300,ie,15526
583470801110433794,15533,22,SFTP,15526
583470801123016704,15531,22,SSH,15526
583470801232068608,11142,3389,RDP,11141
583470801332731905,11133,3389,RDP,11132
583470801399840769,11115,3389,RDP,11114
583470801471143937,11112,3389,RDP,11111
583470801517281281,11109,3389,RDP,11108
583470801559224321,11079,3389,RDP,11078
583470801601167360,11067,3389,RDP,11066
583470801651499009,11019,3389,RDP,11018
583470801693442049,11016,3389,RDP,11015
583470801726996481,10774,22,SFTP,10772
583470801726996482,10773,22,SSH,10772
583470801773133825,10750,22,SFTP,10748
583470801773133826,10749,22,SSH,10748
583470801819271169,10182,22,SFTP,10180
583470801819271170,10181,22,SSH,10180
583470801861214209,9598,22,SFTP,9596
583470801861214210,9597,22,SSH,9596
583470801940905985,8253,22,SSH,8252
583470801957683201,8826,22,SSH,8825
583470801991237633,8823,22,SSH,8822
583470802028986369,8787,22,SSH,8786
583470802049957889,8763,22,SSH,8762
583470802066735105,8760,22,SSH,8759
583470802091900929,8757,22,SSH,8756
583470802112872449,8697,22,SSH,8696
583470802138038273,8694,22,SSH,8693
583470802175787009,8691,22,SSH,8690
583470802213535745,8682,22,SSH,8681
583470802230312961,8679,22,SSH,8678
583470802272256001,8676,22,SSH,8675
583470802305810433,8595,22,SSH,8594
583470802351947777,8592,22,SSH,8591
583470802393890817,8589,22,SSH,8588
583470802435833857,8586,22,SSH,8585
583470802469388289,8583,22,SSH,8582
583470802490359809,8580,22,SSH,8579
583470802515525633,8493,22,SSH,8492
583470802532302849,8490,22,SSH,8489
583470802544885761,8487,22,SSH,8486
583470802574245889,8466,22,SSH,8465
583470802599411713,8454,22,SSH,8453
583470802637160449,8448,22,SSH,8447
583470802653937665,8445,22,SSH,8444
583470802674909185,8442,22,SSH,8441
583470802704269313,8439,22,SSH,8438
583470802733629441,8436,22,SSH,8435
583470802767183873,8433,22,SSH,8432
583470802804932609,8430,23,TELNET,8429
583470802842681345,8427,22,SSH,8426
583470802867847169,8424,22,SSH,8423
583470802897207296,8421,22,SSH,8420
583470802926567425,8418,22,SSH,8417
583470802964316161,8415,22,SSH,8414
583470803031425025,8412,22,SSH,8411
583470803073368065,8385,22,SSH,8384
583470803102728193,8382,22,SSH,8381
583470803132088321,8376,22,SSH,8375
583470803157254145,8367,22,SSH,8366
583470803186614273,8355,22,SSH,8354
583470803211780097,8352,22,SSH,8351
583470803236945921,8616,22,SSH,8615
583470803283083265,8577,22,SSH,8576
583470803325026305,8574,22,SSH,8573
583470803366969345,8571,22,SSH,8570
583470803404718081,8568,22,SSH,8567
583470803455049729,8565,22,SSH,8564
583470803492798465,8562,22,SSH,8561
583470803530547201,8559,22,SSH,8558
583470803564101633,8556,22,SSH,8555
583470803593461761,8553,22,SSH,8552
583470803631210497,8550,22,SSH,8549
583470803668959233,8547,22,SSH,8546
583470803710902273,8544,22,SSH,8543
583470803790594049,8541,22,SSH,8540
583470803845120001,8538,22,SSH,8537
583470803891257344,8535,22,SSH,8534
583470803937394688,8532,22,SSH,8531
583470804071612417,8529,22,SSH,8528
583470804113555457,8526,22,SSH,8525
583470804163887105,8523,22,SSH,8522
583470804201635841,8520,22,SSH,8519
583470804247773185,8517,22,SSH,8516
583470804293910529,8514,22,SSH,8513
583470804340047873,8511,22,SSH,8510
583470804432322561,8508,22,SSH,8507
583470804574928897,8505,22,SSH,8504
583470804851752961,8502,22,SSH,8501
583470805027913729,8499,22,SSH,8498
583470805065662465,8496,22,SSH,8495
583470805103411201,8829,22,SSH,8828
583470805170520065,8754,22,SSH,8753
583470805204074497,8751,22,SSH,8750
583470805233434625,8748,22,SSH,8747
583470805275377665,8712,22,SSH,8711
583470805300543489,8709,22,SSH,8708
583470805329903617,8688,22,SSH,8687
583470805350875137,8619,22,SSH,8618
583470805392818177,8610,22,SSH,8609
583470805430566913,8607,22,SSH,8606
583470805464121345,8604,23,TELNET,8603
583470805510258689,8601,22,SSH,8600
583470805556396033,8598,22,SSH,8597
583470805598339073,8478,22,SSH,8477
583470805623504897,8475,22,SSH,8474
583470805661253633,8472,22,SSH,8471
583470805694808065,8463,22,SSH,8462
583470805724168193,8373,22,SSH,8372
583470805753528321,8361,22,SSH,8360
583470805791277057,8745,22,SSH,8744
583470805816442881,8742,22,SSH,8741
583470805837414401,8739,22,SSH,8738
583470805879357440,8706,22,SSH,8705
583470805963243521,8703,22,SSH,8702
583470805992603649,8700,22,SSH,8699
583470806026158081,8685,22,SSH,8684
583470806063906817,8484,22,SSH,8483
583470806084878337,8481,22,SSH,8480
583470806105849857,8469,22,SSH,8468
583470806869213185,8460,22,SSH,8459
583470806911156225,8457,22,SSH,8456
583470806948904961,8370,22,SSH,8369
583470806978265088,8358,22,SSH,8357
583470806999236609,8808,22,SSH,8807
583470807032791041,8784,22,SSH,8783
583470807062151169,8673,22,SSH,8672
583470807104094209,8649,22,SSH,8648
583470807146037249,8409,22,SSH,8408
583470807183785985,8406,22,SSH,8405
583470807255089153,8403,22,SSH,8402
583470807297032193,8400,23,TELNET,8399
583470807351558145,8397,22,SSH,8396
583470807393501185,8394,22,SSH,8393
583470807431249921,8391,22,SSH,8390
583470807468998657,8963,22,SSH,8962
583470807494164481,8832,22,SSH,8831
583470807531913217,8613,22,SSH,8612
583470807594827777,8451,22,SSH,8450
583470807636770817,8256,22,SSH,8255
583470807674519553,8364,22,SSH,8363
583470807699685377,8349,22,SSH,8348
583470807724851201,8328,22,SSH,8327
583470807762599937,8325,22,SSH,8324
583470807800348673,8322,22,SSH,8321
583470807833903105,8319,22,SSH,8318
583470807867457537,8316,22,SSH,8315
583470807905206273,8313,22,SSH,8312
583470807947149313,8310,22,SSH,8309
583470807997480961,8307,22,SSH,8306
583470808068784129,8304,22,SSH,8303
583470808123310081,8301,22,SSH,8300
583470808161058817,8298,22,SSH,8297
583470808203001857,8295,22,SSH,8294
583470808236556289,8292,22,SSH,8291
583470808274305025,8289,22,SSH,8288
583470808312053761,8286,22,SSH,8285
583470808349802497,8283,22,SSH,8282
583470808387551233,8280,22,SSH,8279
583470808429494273,8277,22,SSH,8276
583470808467243009,8274,22,SSH,8273
583470808500797441,8271,23,TELNET,8270
583470808538546177,8268,23,TELNET,8267
583470808572100609,8265,23,TELNET,8264
583470808601460737,8262,23,TELNET,8261
583470808635015169,8259,23,TELNET,8258
583470808668569601,8820,22,SSH,8819
583470808693735424,8817,22,SSH,8816
583470808710512641,8814,22,SSH,8813
583470808731484161,8811,22,SSH,8810
583470808748261377,8793,22,SSH,8792
583470808765038593,8790,22,SSH,8789
583470808777621505,8769,22,SSH,8768
583470808794398721,8766,22,SSH,8765
583470808806981633,8736,22,SSH,8735
583470808819564545,8733,22,SSH,8732
583470808836341761,8730,22,SSH,8729
583470808853118977,8727,22,SSH,8726
583470808869896193,8724,22,SSH,8723
583470808886673409,8721,22,SSH,8720
583470808899256321,8718,22,SSH,8717
583470808920227841,8715,22,SSH,8714
583470808945393665,8652,22,SSH,8651
583470808970559489,8628,22,SSH,8627
583470809008308225,8622,22,SSH,8621
583470809046056961,8340,22,SSH,8339
583470809079611393,8331,22,SSH,8330
583470809113165825,8802,22,SSH,8801
583470809129943041,8799,22,SSH,8798
583470809155108865,8796,22,SSH,8795
583470809176080385,8772,22,SSH,8771
583470809197051905,8661,22,SSH,8660
583470809222217729,8658,22,SSH,8657
583470809238994945,8655,22,SSH,8654
583470809255772161,8631,22,SSH,8630
583470809268355073,8625,22,SSH,8624
583470809280937985,8388,22,SSH,8387
583470809297715201,8343,22,SSH,8342
583470809322881025,8334,22,SSH,8333
583470809352241153,8805,22,SSH,8804
583470809369018369,8781,22,SSH,8780
583470809385795585,8778,22,SSH,8777
583470809402572801,8775,22,SSH,8774
583470809419350017,8670,22,SSH,8669
583470809448710145,8667,22,SSH,8666
583470809469681665,8664,22,SSH,8663
583470809490653185,8646,22,SSH,8645
583470809507430401,8643,22,SSH,8642
583470809528401921,8640,22,SSH,8639
583470809549373441,8637,22,SSH,8636
583470809566150657,8634,22,SSH,8633
583470809587122177,8379,22,SSH,8378
583470809603899393,8346,22,SSH,8345
583470809629065217,8337,22,SSH,8336
583470809658425345,7775,22,SSH,7774
583470809687785473,7772,22,SSH,7771
583470809717145601,8190,22,SFTP,8188
583470809717145602,8189,22,SSH,8188
583470809746505729,8186,22,SFTP,8184
583470809746505730,8185,22,SSH,8184
583470809775865857,10242,22,SFTP,10240
583470809775865858,10241,22,SSH,10240
583470809809420289,10238,22,SFTP,10236
583470809809420290,10237,22,SSH,10236
583470809851363329,10234,22,SFTP,10232
583470809851363330,10233,22,SSH,10232
583470809893306369,10230,22,SFTP,10228
583470809893306370,10229,22,SSH,10228
583470809931055105,10226,22,SFTP,10224
583470809931055106,10225,22,SSH,10224
583470809964609537,10222,22,SFTP,10220
583470809964609538,10221,22,SSH,10220
583470809998163969,10722,22,SFTP,10720
583470809998163970,10721,22,SSH,10720
583470810035912705,9386,22,SFTP,9384
583470810035912706,9385,22,SSH,9384
583470810061078529,8070,22,SFTP,8068
583470810061078530,8069,22,SSH,8068
583470810094632961,8066,22,SFTP,8064
583470810094632962,8065,22,SSH,8064
583470810128187393,9806,22,SFTP,9804
583470810128187394,9805,22,SSH,9804
583470810149158912,9802,22,SFTP,9800
583470810149158913,9801,22,SSH,9800
583470810165936129,9798,22,SFTP,9796
583470810165936130,9797,22,SSH,9796
583470810191101953,9794,22,SFTP,9792
583470810191101954,9793,22,SSH,9792
583470810216267777,9790,22,SFTP,9788
583470810216267778,9789,22,SSH,9788
583470810254016513,9786,22,SFTP,9784
583470810254016514,9785,22,SSH,9784
583470810295959553,8162,22,SFTP,8160
583470810295959554,8161,22,SSH,8160
583470810346291201,8158,22,SFTP,8156
583470810346291202,8157,22,SSH,8156
583470810384039937,7923,22,SFTP,7921
583470810384039938,7922,22,SSH,7921
583470810417594369,7919,22,SFTP,7917
583470810417594370,7918,22,SSH,7917
583470810455343105,7915,22,SFTP,7913
583470810455343106,7914,22,SSH,7913
583470810501480449,7911,22,SFTP,7909
583470810501480450,7910,22,SSH,7909
583470810539229185,7907,22,SFTP,7905
583470810539229186,7906,22,SSH,7905
583470810572783617,7903,22,SFTP,7901
583470810572783618,7902,22,SSH,7901
583470810610532353,7899,22,SFTP,7897
583470810610532354,7898,22,SSH,7897
583470810648281089,7895,22,SFTP,7893
583470810648281090,7894,22,SSH,7893
583470810681835521,11055,3389,RDP,11054
583470810719584257,10917,3389,RDP,10916
583470810757332993,9246,22,SFTP,9244
583470810757332994,9245,22,SSH,9244
583470810811858944,9094,22,SFTP,9092
583470810811858945,9093,22,SSH,9092
583470810862190593,8250,22,SFTP,8248
583470810862190594,8249,22,SSH,8248
583470810933493761,8246,22,SFTP,8244
583470810933493762,8245,22,SSH,8244
583470810975436801,8154,22,SFTP,8152
583470810975436802,8153,22,SSH,8152
583470811013185537,7891,22,SFTP,7889
583470811013185538,7890,22,SSH,7889
583470811046739969,9774,22,SFTP,9772
583470811046739970,9773,22,SSH,9772
583470811080294401,9770,22,SFTP,9768
583470811080294402,9769,22,SSH,9768
583470811109654529,8846,60022,HTTP,8845
583470811151597569,8843,60022,HTTP,8842
583470811193540609,7887,22,SFTP,7885
583470811193540610,7886,22,SSH,7885
583470811239677953,7883,22,SFTP,7881
583470811239677954,7882,22,SSH,7881
583470811290009601,7879,22,SFTP,7877
583470811290009602,7878,22,SSH,7877
583470811331952641,7875,22,SFTP,7873
583470811331952642,7874,22,SSH,7873
583470811365507073,10590,22,SFTP,10588
583470811365507074,10589,22,SSH,10588
583470811432615937,10586,22,SFTP,10584
583470811432615938,10585,22,SSH,10584
583470811461976065,10582,22,SFTP,10580
583470811461976066,10581,22,SSH,10580
583470811495530497,8226,22,SFTP,8224
583470811495530498,8225,22,SSH,8224
583470811533279233,8222,22,SFTP,8220
583470811533279234,8221,22,SSH,8220
583470811583610881,9106,22,SFTP,9104
583470811583610882,9105,22,SSH,9104
583470811726217217,9102,22,SFTP,9100
583470811726217218,9101,22,SSH,9100
583470811759771649,10502,22,SFTP,10500
583470811759771650,10501,22,SSH,10500
583470811793326080,10498,22,SFTP,10496
583470811793326081,10497,22,SSH,10496
583470811831074817,9766,22,SFTP,9764
583470811831074818,9765,22,SSH,9764
583470811864629249,9762,22,SFTP,9760
583470811864629250,9761,22,SSH,9760
583470811889795073,10920,3389,RDP,10919
583470811919155201,9098,22,SFTP,9096
583470811919155202,9097,22,SSH,9096
583470811952709633,9818,22,SFTP,9816
583470811952709634,9817,22,SSH,9816
583470811986264065,9814,22,SFTP,9812
583470811986264066,9813,22,SSH,9812
583470812015624193,9810,22,SFTP,9808
583470812015624194,9809,22,SSH,9808
583470812053372929,9782,22,SFTP,9780
583470812053372930,9781,22,SSH,9780
583470812078538753,9778,22,SFTP,9776
583470812078538754,9777,22,SSH,9776
583470812116287488,10686,22,SFTP,10684
583470812116287489,10685,22,SSH,10684
583470812158230529,10506,22,SFTP,10504
583470812158230530,10505,22,SSH,10504
583470812195979265,10538,22,SFTP,10536
583470812195979266,10537,22,SSH,10536
583470812237922305,10534,22,SFTP,10532
583470812237922306,10533,22,SSH,10532
583470812275671041,11022,3389,RDP,11021
583470812309225473,11004,3389,RDP,11003
583470812346974209,11001,3389,RDP,11000
583470812376334337,10598,22,SFTP,10596
583470812376334338,10597,22,SSH,10596
583470812405694465,10594,22,SFTP,10592
583470812405694466,10593,22,SSH,10592
583470812502163457,15826,300,12,11009
583470812502163458,15822,301,ie,11009
583470812502163459,15819,300,1,11009
583470812502163460,11010,3389,RDP,11009
583470812523134977,10968,3389,RDP,10967
583470812552495105,10824,3389,RDP,10823
583470812586049537,10821,3389,RDP,10820
583470812623798273,9950,22,SFTP,9948
583470812623798274,9949,22,SSH,9948
583470812653158401,9166,22,SFTP,9164
583470812653158402,9165,22,SSH,9164
583470812682518529,9082,22,SFTP,9080
583470812682518530,9081,22,SSH,9080
583470812699295745,9078,22,SFTP,9076
583470812699295746,9077,22,SSH,9076
583470812716072961,8058,22,SFTP,8056
583470812716072962,8057,22,SSH,8056
583470812745433089,8030,22,SFTP,8028
583470812745433090,8029,22,SSH,8028
583470812774793217,8026,22,SFTP,8024
583470812774793218,8025,22,SSH,8024
583470812799959041,10734,22,SFTP,10732
583470812799959042,10733,22,SSH,10732
583470812833513473,10698,22,SFTP,10696
583470812833513474,10697,22,SSH,10696
583470812867067905,10694,22,SFTP,10692
583470812867067906,10693,22,SSH,10692
583470812892233729,9878,22,SFTP,9876
583470812892233730,9877,22,SSH,9876
583470812921593857,9874,22,SFTP,9872
583470812921593858,9873,22,SSH,9872
583470812942565377,9870,22,SFTP,9868
583470812942565378,9869,22,SSH,9868
583470812976119809,9866,22,SFTP,9864
583470812976119810,9865,22,SSH,9864
583470813009674241,9654,22,SFTP,9652
583470813009674242,9653,22,SSH,9652
583470813043228673,9650,22,SFTP,9648
583470813043228674,9649,22,SSH,9648
583470813072588801,9646,22,SFTP,9644
583470813072588802,9645,22,SSH,9644
583470813101948929,9642,22,SFTP,9640
583470813101948930,9641,22,SSH,9640
583470813127114753,9534,22,SFTP,9532
583470813127114754,9533,22,SSH,9532
583470813156474881,9530,22,SFTP,9528
583470813156474882,9529,22,SSH,9528
583470813185835009,8234,22,SFTP,8232
583470813185835010,8233,22,SSH,8232
583470813215195137,8110,22,SFTP,8108
583470813215195138,8109,22,SSH,8108
583470813252943873,8102,22,SFTP,8100
583470813252943874,8101,22,SSH,8100
583470813286498305,8094,22,SFTP,8092
583470813286498306,8093,22,SSH,8092
583470813320052737,8078,22,SFTP,8076
583470813320052738,8077,22,SSH,8076
583470813349412865,7983,22,SFTP,7981
583470813349412866,7982,22,SSH,7981
583470813382967297,7979,22,SFTP,7977
583470813382967298,7978,22,SSH,7977
583470813420716033,9826,22,SFTP,9824
583470813420716034,9825,22,SSH,9824
583470813462659073,8966,22,SSH,8965
583470813500407809,11046,3389,RDP,11045
583470813533962241,9390,22,SFTP,9388
583470813533962242,9389,22,SSH,9388
583470813559128065,8170,22,SFTP,8168
583470813559128066,8169,22,SSH,8168
583470813596876801,8166,22,SFTP,8164
583470813596876802,8165,22,SSH,8164
583470813630431233,8142,22,SFTP,8140
583470813630431234,8141,22,SSH,8140
583470813659791361,8138,22,SFTP,8136
583470813659791362,8137,22,SSH,8136
583470813697540097,8134,22,SFTP,8132
583470813697540098,8133,22,SSH,8132
583470813739483137,7823,22,SFTP,7821
583470813739483138,7822,22,SSH,7821
583470813768843265,8230,22,SFTP,8228
583470813768843266,8229,22,SSH,8228
583470813802397696,8214,22,SFTP,8212
583470813802397697,8213,22,SSH,8212
583470813831757825,8194,22,SFTP,8192
583470813831757826,8193,22,SSH,8192
583470813856923649,7863,22,SFTP,7861
583470813856923650,7862,22,SSH,7861
583470813890478081,7859,22,SFTP,7857
583470813890478082,7858,22,SSH,7857
583470813919838209,7855,22,SFTP,7853
583470813919838210,7854,22,SSH,7853
583470813949198337,7851,22,SFTP,7849
583470813949198338,7850,22,SSH,7849
583470813982752769,7847,22,SFTP,7845
583470813982752770,7846,22,SSH,7845
583470814020501505,7843,22,SFTP,7841
583470814020501506,7842,22,SSH,7841
583470814054055937,7839,22,SFTP,7837
583470814054055938,7838,22,SSH,7837
583470814091804673,7835,22,SFTP,7833
583470814091804674,7834,22,SSH,7833
583470814129553409,7831,22,SFTP,7829
583470814129553410,7830,22,SSH,7829
583470814163107841,7827,22,SFTP,7825
583470814163107842,7826,22,SSH,7825
583470814196662273,10554,22,SFTP,10552
583470814196662274,10553,22,SSH,10552
583470814226022401,10550,22,SFTP,10548
583470814230216704,10549,22,SSH,10548
583470814259576833,10546,22,SFTP,10544
583470814259576834,10545,22,SSH,10544
583470814288936961,10542,22,SFTP,10540
583470814288936962,10541,22,SSH,10540
583470814322491393,9638,22,SFTP,9636
583470814322491394,9637,22,SSH,9636
583470814356045825,9634,22,SFTP,9632
583470814356045826,9633,22,SSH,9632
583470814389600257,7819,22,SFTP,7817
583470814389600258,7818,22,SSH,7817
583470814439931905,7815,22,SFTP,7813
583470814439931906,7814,22,SSH,7813
583470814481874945,10110,22,SFTP,10108
583470814481874946,10109,22,SSH,10108
583470814519623681,10106,22,SFTP,10104
583470814519623682,10105,22,SSH,10104
583470814561566721,10102,22,SFTP,10100
583470814561566722,10101,22,SSH,10100
583470814603509761,9854,22,SFTP,9852
583470814603509762,9853,22,SSH,9852
583470814645452801,9850,22,SFTP,9848
583470814645452802,9849,22,SSH,9848
583470814683201537,8090,22,SFTP,8088
583470814683201538,8089,22,SSH,8088
583470814720950273,8062,22,SFTP,8060
583470814720950274,8061,22,SSH,8060
583470814758699008,7963,22,SFTP,7961
583470814758699009,7962,22,SSH,7961
583470814792253441,7959,22,SFTP,7957
583470814792253442,7958,22,SSH,7957
583470814821613569,10178,22,SFTP,10176
583470814821613570,10177,22,SSH,10176
583470814850973697,9830,22,SFTP,9828
583470814850973698,9829,22,SSH,9828
583470814876139521,9722,22,SFTP,9720
583470814876139522,9721,22,SSH,9720
583470814897111041,9622,22,SFTP,9620
583470814897111042,9621,22,SSH,9620
583470814918082561,9538,22,SFTP,9536
583470814918082562,9537,22,SSH,9536
